EventsPK	IncidentID	Event_Year	Event_Month	Event_Day	Event_Hour	Event_Minute	EventBegin_Year	EventBegin_Month	EventBegin_Day	EventBegin_Hour	EventBegin_Minute	EventEnd_Year	EventEnd_Month	EventEnd_Day	EventEnd_Hour	EventEnd_Minute	IncidentDescription	IncidentDescriptionTracking	Location_Country	Location_Province	Location_City	Leftist_Organization	Rightist_Organization	Religious_Organization	Ethnic_Organization	Separatist_Organization	Environmentalist_Organization	Supremacist_Organization	Anarchist_Organization	Antiglobalization_Organization	Vigilante_Organization	Criminal_Organization	NoPerpetrators	Emigre	Perpetrators_Primary	Perpetrators_Secondary	EventTypeID	WeaponTypeID1	WeaponTypeID2	WeaponSubTypeID1	WeaponSubTypeID2	TargetID1	TargetID2	TargetID3	TargetSubTypeID1	TargetSubTypeID2	TargetSubTypeID3	CanadianTarget	SuicideAttack	Fatalities	Injuries	PerpetratorFatalities	PerpetratorInjuries	IncidentSuccessful	Hoax	CanadianVictim	CanadianPerpetrator	ViolentExtremism	DoubtTerror	Alternative	Latitude	Longitude	OriginalSource	Reference1	Reference2	Reference3	Reference4	Reference5	Reference6	Reference7
13124	19610414020315001	1961	4	14	2	45				2	45						"04/14/1961: A bomb comprising 36 sticks of dynamite (30 of them new, six very old), a watch, a battery, a detonator wire, and a piece of sack was placed at a basement window of an Anglican Church in Wynndel. The bomb, which was set to explode at 2:45 a.m. (the same time as the grain elevator bomb detonated), was probably prevented from exploding by a loose wire. It was deactivated by a military demolition expert on 15/04/1961. Four male Sons of Freedom (SOF) Doukhobors were eventually convicted in relation to the attempted bombing and were sentenced to terms ranging from three to ten years."	0	Canada	British Columbia	Wynndel	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	4	0	Sons of Freedom (SOF)		Bombing/Explosion	Explosives/Bombs/Dynamite		Time Fuse		Religious Figures/Institutions			Places of Worship			Yes	No	0	0	0	0	No	No	-99	-99		No				"Ross/Cran; CP Chronology; Holt, 1964: 168, 179-81; Financial Post, 31 Mar 1962; Vancouver Sun, 24 Nov 1961, 3; Vancouver Sun, 4 Dec 1961, 1; Vancouver Sun, 20 Jan 1962, 6; Vancouver Sun, 27 Jan 1962, 6C; Vancouver Sun, 9 Feb 1962, 3; Vancouver Sun, 19 Feb 1962, 3; Maclean's, 10 Mar 1962, 15; The Province, 15 Apr 1961, 1, 6; Cran Chronology; Vancouver Sun, 15 Apr 1961, 1; The Province,  15 Apr 1961, 1, 6"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 199."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 4"						
13123	19610414020305001	1961	4	14	2	45				2	45						"04/14/1961: At 2:45 a.m. a bomb comprising about 35 sticks of dynamite, a timing device, and a detonator cap, exploded at the United Grain Growers' elevator at Wynndel, causing $2,000 damage. Broken windows covered an area of several hundred feet. Two Sons of Freedom (SOF) were convicted and sentenced in this incident. The two men who actually placed the bomb were not involved in the contemporaneous attack on a Wynndel church, although the two teams were driven to Wynndel in the same car. The bombers received sentences of ten and five years, and eight and four years, respectively; their driver got five years for possession of dynamite."	0	Canada	British Columbia	Wynndel	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	2	0	Sons of Freedom (SOF)		Bombing/Explosion	Explosives/Bombs/Dynamite		Time Fuse		Food or Water Supply			Food Supply			Yes	No	0	0	0	0	Yes	No	-99	-99		No				"Ross/Cran; Holt, 1964: 168, 179; Financial Post, 31 Mar 1962; Vancouver Sun, 24 Nov 1961, 3; Vancouver Sun, 4 Dec 1961, 1; Vancouver Sun, 27 Jan 1962, 6C; Maclean's, 10 Mar 1962, 15; Vancouver Sun, 15 Apr 1961, 1; The Province, 15 Apr 1961, 1, 6"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 199."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 4"						
13127	19610416020714001	1961	4	16													04/16/1961: Eleven vehicles owned by Sons of Freedom were burned in Krestova.	0	Canada	British Columbia	Krestova	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0			Facility/Infrastructure Attack	Incendiary		Arson/Fire		Private Citizens & Property			Vehicles/Transportation			Yes	No	0	0	0	0	Yes	No	-99	-99		No				"Cran Chronology; Vancouver Sun, 17 Apr 1961"	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 4"							
13187	19610424020319001	1961	4	24													"04/24/1961: A bomb exploded on Canadian Pacific Railway tracks, damaging one rail and two ties at a cost of $45. It appeared a timing device was not used in the incident."	0	Canada	British Columbia	Eholt	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Transportation (Other than aviation)			Train/Train Tracks/ Trolley			Yes	No	0	0	0	0	Yes	No	-99	-99		Yes	Lack of Intentionality			CP Chronology	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 338"							
13129	19610505020306001	1961	5	5	2	0				2	0						"05/05/1961: Two clerks sorting mail at 9:45 p.m. in Trail's post office found an unaddressed paper bag in the mail chute containing three sticks of dynamite, a cheap pocket watch, and a battery rigged to explode at 2:00 a.m. This bomb, and two others (planted in a Trail store and next to hydro poles near Shoreacres) were set to detonate at the same time and were of the same manufacture. The dynamite used in the incidents was thought to have come from a large amount stolen from a mining claim in Crescent Valley the previous autumn. Police disarmed the device. The bomb was planted the evening following the sentencing of three Sons of Freedom (SOF) for an act of arson that occurred on 01/01/1961."	0	Canada	British Columbia	Trail	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Time Fuse		Government			Government Buildings/Facilities			Yes	No	0	0	0	0	No	No	-99	-99		No				"Ross/Cran; CP Chronology; Financial Post, 31 Mar 1962; Vancouver Sun, 6 May 1961, 1; The Province, 8 May 1961, 2; The Province,  8 May 1961, 2; Vancouver Sun,  6 May 1961, 1"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 200."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 4"						
13128	19610505020302001	1961	5	5	2	15				2	15						"05/05/1961: A bomb blew up on the second floor of the T. Eaton Co. store in Trail at approximately 2:15 a.m. Employees found the wreckage at 8:30 a.m. Only one stick of dynamite was used in the bomb, which had been concealed the previous night. The timer and initiating mechanism consisted of a pocket watch and a battery. Damage was estimated at $500. The explosion occurred the night after three members of the Sons of Freedom (SOF) were sentenced for burning down a house."	0	Canada	British Columbia	Trail	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Time Fuse		Business			Retail/Grocery/Bakery (including cell phone shops and generic shops)			Yes	No	0	0	0	0	Yes	No	-99	-99		No				"Ross/Cran; CP Chronology; Vancouver Sun, 6 May 1961, 1; Vancouver Sun, 3 June 1961, 54; The Province, 8 May 1961, 2"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 200."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 4"						
13130	19610506020319001	1961	5	6													05/06/1961: Canadian Pacific Railway tracks in Appledale was dynamited.	0	Canada	British Columbia	Appledale	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Transportation (Other than aviation)			Train/Train Tracks/ Trolley			Yes	No	0	0	0	0	Yes	No	-99	-99		No				Cran Chronology	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 5"							
13131	19610506020321001	1961	5	6	2	25				2	25						"05/06/1961: Two bombs, together comprising two dozen sticks of dynamite, were placed next to two Cominco hydro poles; a timer was placed between the two poles. The bombs exploded at 2:25 a.m., causing damage to the value of $542; power was not disrupted. Three Sons of Freedom (SOF) men were convicted and given jail terms ranging from three to ten years. This incident, along with several others came in the wake of the 05/05/1961 sentencing of several SOF Doukhobors in connection with the 01/01/1961 incident."	0	Canada	British Columbia	Shoreacres	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	3	0	Sons of Freedom (SOF)		Bombing/Explosion	Explosives/Bombs/Dynamite		Time Fuse		Utilities			Electrical transformers/substations/ power lines			Yes	No	0	0	0	0	Yes	No	-99	-99		No				"Ross/Cran; CP Chronology; Financial Post, 31 Mar 1962; Vancouver Sun, 6 May 1961, 1; Vancouver Sun, 31 Jan 1962, 3; Vancouver Sun, 1 Feb 1962, 10; Vancouver Sun, 5 Feb 1962, 6; Vancouver Sun, 6 Feb 1962, 1; The Province, 8 May 1961, 2; The Province, 1 Feb 1962, 2; The Province, 1 Feb 1962, 2; The Province, 8 May 1961, 2; Vancouver Sun, 6 May 1961, 2"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 201."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 5"						
13132	19610507020319001	1961	5	7													"05/07/1961: Early in the morning a bomb exploded under tracks in the Canadian Pacific Rail's Grand Forks marshalling yard. This incident resulted in no disruption of traffic but still twisted a small section of track and splintered two tie ends. Investigators found pieces of a cloth wick, characteristic of Sons of Freedom (SOF) bombs, at the scene."	0	Canada	British Columbia	Grand Forks	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Sons of Freedom (SOF)		Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Transportation (Other than aviation)			Train/Train Tracks/ Trolley			Yes	No	0	0	0	0	Yes	No	-99	-99		No				"Ross/Cran; CP Chronology; The Province, 8 May 1961, 2; Financial Post, 31 Mar 1962; Cran Chronology; The Province, 8 May 1961, 2; ""Up to you to end terror Bonner Tells residents"", Daily  Colonist, 9 May 1961, 2; Daily Colonist, 10 May 1961, 1"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 201."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 5"						
13133	19610508020319001	1961	5	8													"05/08/1961: Canadian Pacific Railway tracks one mile South of Appledale were bombed, causing approximately $170 damage. Canadian Pacific Police investigators found pieces of a blasting cap, a battery, and a watch near the site of the explosion, and attributed the blast to the SOF. The incident occurred the day following the sentencing of three Sons of Freedom (SOF) for an act of arson."	0	Canada	British Columbia	Appledale	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Sons of Freedom (SOF)		Bombing/Explosion	Explosives/Bombs/Dynamite		Time Fuse		Transportation (Other than aviation)			Train/Train Tracks/ Trolley			Yes	No	0	0	0	0	Yes	No	-99	-99		No				"CP Chronology; Ross/Cran; Financial Post, 31 Mar 1962; The Province, 9 May 1961, 17"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 201."							
13134	19610523020714001	1961	5	23													05/23/1961: Residence of John J. Chernoff in Winlaw was arsoned.	0	Canada	British Columbia	Winlaw	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0			Facility/Infrastructure Attack	Incendiary		Arson/Fire		Private Citizens & Property			Houses/Apartments/Residence			Yes	No	0	0	0	0	Yes	No	-99	-99		No				"Cran Chronology; The Province, 7 June 1961, 3"	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 5"							
